match_id,player_id,rating,minutes_played,goals,assists,yellow_cards,red_cards,shots_on_target,passes_completed
764,101,2.2,75,0,0,2,FALSE,2,24
764,141,6.8,88,0,1,1,FALSE,5,40
764,39,1.6,90,0,1,2,FALSE,5,27
764,106,2.9,84,1,2,0,FALSE,3,32
764,79,0.9,51,1,1,2,FALSE,0,5
764,107,4.9,17,0,1,0,FALSE,5,9
764,14,2.5,44,2,1,0,FALSE,4,13
764,77,5.7,50,2,2,1,FALSE,1,31
764,133,8,11,2,0,0,FALSE,0,9
764,9,5.3,60,2,0,1,FALSE,0,23
764,8,9.1,15,2,1,1,FALSE,0,4
764,121,4.6,68,1,0,0,FALSE,0,4
764,47,3,5,0,1,2,FALSE,1,0
764,126,7.8,77,0,0,0,FALSE,1,16
764,156,9,9,2,1,1,FALSE,2,37
764,109,7.3,28,2,0,1,FALSE,2,26
765,125,8.8,86,2,2,2,TRUE,4,13
765,110,7.1,27,1,0,2,FALSE,2,11
765,80,3.4,83,2,0,0,FALSE,3,33
765,32,5.1,25,2,2,2,FALSE,4,14
765,141,5.7,41,0,2,0,FALSE,4,6
765,111,9.4,75,2,0,2,FALSE,3,26
765,48,8.4,38,2,1,2,FALSE,0,36
765,116,6.8,72,0,1,0,FALSE,3,21
765,54,0.4,35,1,0,0,FALSE,1,31
765,42,2.9,20,2,0,2,FALSE,0,34
765,154,9.7,18,1,0,2,FALSE,1,25
765,93,0.1,18,2,2,2,FALSE,1,15
765,30,4.2,55,1,2,1,FALSE,3,26
765,72,0.6,33,1,0,0,FALSE,0,20
765,43,7.2,85,0,2,1,FALSE,5,21
765,50,2.7,78,1,0,0,FALSE,0,1
766,44,9.2,54,2,1,1,TRUE,3,28
766,52,8.6,50,0,1,2,FALSE,4,14
766,109,7.9,5,0,0,0,FALSE,5,40
766,75,9.4,25,2,0,1,FALSE,2,8
766,117,9.4,25,2,2,1,FALSE,0,14
766,82,7.4,21,1,1,2,FALSE,1,20
766,86,0.8,73,2,1,0,FALSE,2,16
766,25,7.1,63,1,1,2,FALSE,1,40
766,42,5.9,59,2,0,2,FALSE,5,33
766,23,0.3,51,1,1,0,FALSE,4,36
766,39,0.2,35,1,1,2,TRUE,2,20
766,43,9.4,32,0,0,2,FALSE,0,35
766,76,0.5,72,1,2,2,FALSE,5,36
766,87,2,43,2,2,0,FALSE,1,30
766,59,0.3,56,2,1,1,FALSE,4,13
766,105,5,72,2,0,0,TRUE,0,14
767,126,7.6,5,2,0,2,FALSE,1,1
767,7,8.7,26,2,1,0,FALSE,1,9
767,118,7.4,35,0,2,0,FALSE,1,14
767,130,3.9,83,2,2,2,TRUE,0,20
767,64,8.1,38,2,0,1,FALSE,5,13
767,87,8.7,38,2,2,2,FALSE,3,25
767,115,5.2,87,2,1,2,FALSE,3,30
767,105,2.8,22,2,0,0,FALSE,0,40
767,133,7.5,23,2,1,2,FALSE,0,28
767,158,1.6,66,2,2,1,FALSE,0,36
767,150,3.6,45,1,1,2,FALSE,3,36
767,157,0.5,87,2,1,0,FALSE,5,14
767,22,6.1,21,2,2,0,TRUE,3,28
767,83,4.4,15,0,2,2,FALSE,5,24
767,10,4.1,83,0,1,0,FALSE,2,33
767,120,3.7,40,1,2,0,FALSE,3,0
768,92,8,44,2,1,0,FALSE,3,10
768,11,1.3,85,0,1,1,TRUE,5,12
768,3,1,32,2,1,0,FALSE,2,18
768,117,7.9,14,0,2,2,FALSE,3,29
768,97,7.9,28,1,0,1,FALSE,5,12
768,79,5.7,76,1,2,1,FALSE,0,17
768,94,3.3,88,0,0,1,FALSE,1,26
768,133,8.3,78,1,0,2,FALSE,5,25
768,53,8.1,24,2,0,0,FALSE,2,23
768,110,9.7,89,1,1,2,FALSE,3,8
768,45,2.5,82,1,1,2,FALSE,5,22
768,42,2.4,7,2,0,0,FALSE,0,11
768,39,6.3,5,1,1,1,TRUE,3,28
768,137,2.9,35,2,1,2,FALSE,5,34
768,129,1.6,80,2,1,1,FALSE,3,33
768,41,0.3,37,1,1,1,FALSE,4,34
769,38,5.2,47,0,2,0,FALSE,0,38
769,58,7.9,90,1,1,2,TRUE,2,3
769,112,6.3,4,0,1,0,FALSE,0,22
769,23,4.7,2,1,2,0,FALSE,5,39
769,9,6.4,46,1,2,1,TRUE,4,37
769,10,2.9,83,1,1,2,FALSE,2,18
769,5,0.4,53,2,0,2,FALSE,5,27
769,57,2.6,40,2,1,1,FALSE,5,3
769,154,5.3,29,2,0,2,FALSE,2,32
769,79,7.8,51,2,1,2,FALSE,0,32
